# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.finalizedExecutionTimeUs,1774234566493000000,1774234587986000000,26627
AWTEventQueue.dispatchTimeTotalNS,1774234566493000000,1774234587986000000,3615387989
NonBlockingReadAction.failedExecutionTimeUs,1774234566493000000,1774234587986000000,0
NonBlockingReadAction.failedExecutionsCount,1774234566493000000,1774234587986000000,0
NonBlockingReadAction.finalizedExecutionsCount,1774234566493000000,1774234587986000000,12
workspaceModel.cachedValue.total.get.count,1774234566493000000,1774234587986000000,17
workspaceModel.updates.count,1774234566493000000,1774234587986000000,0
workspaceModel.cachedValue.from.cache.count,1774234566493000000,1774234587986000000,15
workspaceModel.full.replace.project.model.ms,1774234566493000000,1774234587986000000,0
workspaceModel.updates.precise.ms,1774234566493000000,1774234587986000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1774234566493000000,1774234587986000000,3
workspaceModel.updates.ms,1774234566493000000,1774234587986000000,0
workspaceModel.collect.changes.ms,1774234566493000000,1774234587986000000,0
workspaceModel.cachedValue.calculated.count,1774234566493000000,1774234587986000000,2
workspaceModel.init.bridges.ms,1774234566493000000,1774234587986000000,0
workspaceModel.on.changed.ms,1774234566493000000,1774234587986000000,0
workspaceModel.loading.from.cache.ms,1774234566493000000,1774234587986000000,18
workspaceModel.cachedValueWithParameters.from.cache.count,1774234566493000000,1774234587986000000,0
workspaceModel.on.before.changed.ms,1774234566493000000,1774234587986000000,0
workspaceModel.replace.project.model.ms,1774234566493000000,1774234587986000000,0
workspaceModel.loading.total.ms,1774234566493000000,1774234587986000000,23
workspaceModel.cachedValue.clear.count,1774234566493000000,1774234587986000000,0
workspaceModel.to.snapshot.ms,1774234566493000000,1774234587986000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1774234566493000000,1774234587986000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1774234566493000000,1774234587986000000,0
workspaceModel.cachedValueWithParameters.clear.count,1774234566493000000,1774234587986000000,0
workspaceModel.update.unloaded.entities.ms,1774234566493000000,1774234587986000000,0
workspaceModel.pre.handlers.ms,1774234566493000000,1774234587986000000,0
workspaceModel.initializing.ms,1774234566493000000,1774234587986000000,0
workspaceModel.check.recursive.update.ms,1774234566493000000,1774234587986000000,0
VFS.folderCaseSensitivityReads,1774234566493000000,1774234587986000000,0
VFS.fileByIdCache.misses,1774234566493000000,1774234587986000000,0
VFS.fileChildByName,1774234566493000000,1774234587986000000,263
VFS.invertedFileNameIndex.requests,1774234566493000000,1774234587986000000,0
VFS.fileByIdCache.hits,1774234566493000000,1774234587986000000,0
Indexes.allKeys.lookups,1774234566493000000,1774234587986000000,0
Indexing.cache.totalCacheEvicted,1774234566493000000,1774234587986000000,0
Indexing.totalTimeIndexersSleptMs,1774234566493000000,1774234587986000000,0
Indexes.allKeys.lookupDurationMaxMs,1774234566493000000,1774234587986000000,0.0
Indexes.entries.lookupDuration90PMs,1774234566493000000,1774234587986000000,0.0
Indexes.entries.lookupDurationAvgMs,1774234566493000000,1774234587986000000,0.0
Indexing.writesQueuedMax,1774234566493000000,1774234587986000000,0
Indexes.allKeys.lookupDuration90PMs,1774234566493000000,1774234587986000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1774234566493000000,1774234587986000000,0.0
Indexes.stubs.lookupDurationMaxMs,1774234566493000000,1774234587986000000,0.0
Indexes.entries.lookups,1774234566493000000,1774234587986000000,1
Indexing.cache.totalCacheMisses,1774234566493000000,1774234587986000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1774234566493000000,1774234587986000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1774234566493000000,1774234587986000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1774234566493000000,1774234587986000000,0
Indexes.entries.lookupDurationMaxMs,1774234566493000000,1774234587986000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1774234566493000000,1774234587986000000,0
Indexes.stubs.lookups,1774234566493000000,1774234587986000000,0
Indexes.stubs.lookupDurationAvgMs,1774234566493000000,1774234587986000000,0.0
Indexing.cache.totalCacheAccesses,1774234566493000000,1774234587986000000,0
Indexing.writesQueuedMin,1774234566493000000,1774234587986000000,9223372036854775807
Indexes.stubs.lookupDuration90PMs,1774234566493000000,1774234587986000000,0.0
