# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1774198410040000000,1774198431088000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774198410040000000,1774198431088000000,0
jps.app.storage.content.writer.save.component.ms,1774198410040000000,1774198431088000000,1
workspaceModel.sync.entities.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774198410040000000,1774198431088000000,0
jps.global.get.library.by.name.ms,1774198410040000000,1774198431088000000,0
jps.global.initialize.library.bridges.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774198410040000000,1774198431088000000,0
workspaceModel.load.cache.from.file.ms,1774198410040000000,1774198431088000000,1
jps.global.handle.before.change.events.ms,1774198410040000000,1774198431088000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774198410040000000,1774198431088000000,0
jps.load.initial.state.ms,1774198410040000000,1774198431088000000,21
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774198410040000000,1774198431088000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774198410040000000,1774198431088000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774198410040000000,1774198431088000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774198410040000000,1774198431088000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774198410040000000,1774198431088000000,0
StorageLockContext.competingThreads.max,1774198410040000000,1774198431088000000,0
StorageLockContext.competingThreads.90P,1774198410040000000,1774198431088000000,0
StorageLockContext.competingThreads.avg,1774198410040000000,1774198431088000000,0.0
FilePageCache.pageLoads,1774198410040000000,1774198431088000000,200
DirectByteBufferAllocator.disposed,1774198410040000000,1774198431088000000,157
FileChannelInterruptsRetryer.totalRetriedAttempts,1774198410040000000,1774198431088000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774198410040000000,1774198431088000000,41943040
FilePageCache.totalPageDisposalsUs,1774198410040000000,1774198431088000000,1535
FilePageCache.maxCacheSizeInBytes,1774198410040000000,1774198431088000000,206569472
FilePageCache.uncachedFileAccess,1774198410040000000,1774198431088000000,355
FilePageCache.pageFastCacheHits,1774198410040000000,1774198431088000000,13859
DirectByteBufferAllocator.reclaimed,1774198410040000000,1774198431088000000,43
FilePageCache.disposedBuffers,1774198410040000000,1774198431088000000,200
DirectByteBufferAllocator.misses,1774198410040000000,1774198431088000000,197
FilePageCache.pageHits,1774198410040000000,1774198431088000000,0
FilePageCache.capacityInBytes,1774198410040000000,1774198431088000000,629145600
DirectByteBufferAllocator.hits,1774198410040000000,1774198431088000000,3
FilePageCache.totalPageLoadsUs,1774198410040000000,1774198431088000000,198635
FilePageCache.maxRegisteredFiles,1774198410040000000,1774198431088000000,543
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774198410040000000,1774198431088000000,41943040
FilePageCache.pageLoadsAboveSizeThreshold,1774198410040000000,1774198431088000000,0
VFS.folderCaseSensitivityReads,1774198410040000000,1774198431088000000,15
VFS.fileChildByName,1774198410040000000,1774198431088000000,263
VFS.invertedFileNameIndex.requests,1774198410040000000,1774198431088000000,0
VFS.fileByIdCache.misses,1774198410040000000,1774198431088000000,0
VFS.fileByIdCache.hits,1774198410040000000,1774198431088000000,0
AWTEventQueue.dispatchTimeTotalNS,1774198410040000000,1774198431088000000,3520596656
NonBlockingReadAction.failedExecutionTimeUs,1774198410040000000,1774198431088000000,0
NonBlockingReadAction.finalizedExecutionsCount,1774198410040000000,1774198431088000000,12
NonBlockingReadAction.finalizedExecutionTimeUs,1774198410040000000,1774198431088000000,28045
NonBlockingReadAction.failedExecutionsCount,1774198410040000000,1774198431088000000,0
writeAction.max.wait.ms,1774198410040000000,1774198431088000000,2
DiskQueryRelay.tasksExecuted,1774198410040000000,1774198431088000000,118
DiskQueryRelay.taskWaitingTotalTimeUs,1774198410040000000,1774198431088000000,107605
DiskQueryRelay.taskExecutionTotalTimeUs,1774198410040000000,1774198431088000000,91361
writeAction.median.wait.ms,1774198410040000000,1774198431088000000,0
writeAction.count,1774198410040000000,1774198431088000000,4
writeAction.wait.ms,1774198410040000000,1774198431088000000,2
DiskQueryRelay.tasksRequested,1774198410040000000,1774198431088000000,118
