# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.folderCaseSensitivityReads,1774242494843000000,1774242515410000000,0
VFS.fileByIdCache.misses,1774242494843000000,1774242515410000000,0
VFS.fileChildByName,1774242494843000000,1774242515410000000,263
VFS.invertedFileNameIndex.requests,1774242494843000000,1774242515410000000,0
VFS.fileByIdCache.hits,1774242494843000000,1774242515410000000,0
FilePageCache.maxCacheSizeInBytes,1774242494843000000,1774242515410000000,206569472
FilePageCache.totalPageDisposalsUs,1774242494843000000,1774242515410000000,1630
FilePageCache.pageHits,1774242494843000000,1774242515410000000,0
FilePageCache.pageLoads,1774242494843000000,1774242515410000000,200
StorageLockContext.competingThreads.max,1774242494843000000,1774242515410000000,0
FilePageCache.pageFastCacheHits,1774242494843000000,1774242515410000000,3956
DirectByteBufferAllocator.disposed,1774242494843000000,1774242515410000000,157
FilePageCache.maxRegisteredFiles,1774242494843000000,1774242515410000000,543
DirectByteBufferAllocator.hits,1774242494843000000,1774242515410000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774242494843000000,1774242515410000000,41943040
StorageLockContext.competingThreads.90P,1774242494843000000,1774242515410000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774242494843000000,1774242515410000000,41943040
FilePageCache.disposedBuffers,1774242494843000000,1774242515410000000,200
StorageLockContext.competingThreads.avg,1774242494843000000,1774242515410000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1774242494843000000,1774242515410000000,0
FilePageCache.capacityInBytes,1774242494843000000,1774242515410000000,629145600
FilePageCache.totalPageLoadsUs,1774242494843000000,1774242515410000000,173092
DirectByteBufferAllocator.misses,1774242494843000000,1774242515410000000,197
DirectByteBufferAllocator.reclaimed,1774242494843000000,1774242515410000000,43
FileChannelInterruptsRetryer.totalRetriedAttempts,1774242494843000000,1774242515410000000,0
FilePageCache.uncachedFileAccess,1774242494843000000,1774242515410000000,118
NonBlockingReadAction.finalizedExecutionsCount,1774242494843000000,1774242515410000000,12
AWTEventQueue.dispatchTimeTotalNS,1774242494843000000,1774242515410000000,3781999757
NonBlockingReadAction.failedExecutionTimeUs,1774242494843000000,1774242515410000000,0
NonBlockingReadAction.failedExecutionsCount,1774242494843000000,1774242515410000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1774242494843000000,1774242515410000000,39940
Indexes.allKeys.lookupDuration90PMs,1774242494843000000,1774242515410000000,0.0
Indexing.cache.totalCacheMisses,1774242494843000000,1774242515410000000,0
Indexing.writesQueuedMax,1774242494843000000,1774242515410000000,0
Indexes.stubs.lookupDurationMaxMs,1774242494843000000,1774242515410000000,0.0
Indexes.stubs.lookupDuration90PMs,1774242494843000000,1774242515410000000,0.0
Indexes.entries.lookupDurationMaxMs,1774242494843000000,1774242515410000000,0.0
Indexes.entries.lookupDuration90PMs,1774242494843000000,1774242515410000000,0.0
Indexing.writesQueuedAvg,1774242494843000000,1774242515410000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1774242494843000000,1774242515410000000,0.0
Indexes.entries.lookupDurationAvgMs,1774242494843000000,1774242515410000000,0.0
Indexes.stubs.lookupDurationAvgMs,1774242494843000000,1774242515410000000,0.0
Indexes.allKeys.lookups,1774242494843000000,1774242515410000000,0
Indexes.stubs.lookups,1774242494843000000,1774242515410000000,0
Indexes.allKeys.lookupDurationMaxMs,1774242494843000000,1774242515410000000,0.0
Indexing.cache.totalCacheAccesses,1774242494843000000,1774242515410000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1774242494843000000,1774242515410000000,0
Indexing.totalTimeIndexersSleptMs,1774242494843000000,1774242515410000000,0
Indexing.writesQueuedMin,1774242494843000000,1774242515410000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1774242494843000000,1774242515410000000,0
Indexes.entries.lookups,1774242494843000000,1774242515410000000,1
Indexing.writer_0.totalTimeSpentWritingMs,1774242494843000000,1774242515410000000,0
Indexing.cache.totalCacheEvicted,1774242494843000000,1774242515410000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774242494843000000,1774242515410000000,0
workspaceModel.global.updates.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774242494843000000,1774242515410000000,0
workspaceModel.load.cache.from.file.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.entities.ms,1774242494843000000,1774242515410000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1774242494843000000,1774242515410000000,0
jps.global.initialize.library.bridges.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774242494843000000,1774242515410000000,0
workspaceModel.sync.entities.ms,1774242494843000000,1774242515410000000,0
jps.global.handle.before.change.events.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774242494843000000,1774242515410000000,0
jps.global.get.library.ms,1774242494843000000,1774242515410000000,0
jps.global.handle.changed.events.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774242494843000000,1774242515410000000,0
jps.global.get.libraries.ms,1774242494843000000,1774242515410000000,0
jps.save.global.entities.ms,1774242494843000000,1774242515410000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1774242494843000000,1774242515410000000,0
workspaceModel.do.save.caches.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.instances.count,1774242494843000000,1774242515410000000,2
jps.app.storage.content.writer.save.component.ms,1774242494843000000,1774242515410000000,2
jps.load.initial.state.ms,1774242494843000000,1774242515410000000,17
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774242494843000000,1774242515410000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774242494843000000,1774242515410000000,0
jps.library.entities.serializer.load.entities.ms,1774242494843000000,1774242515410000000,0
workspaceModel.global.apply.state.to.project.ms,1774242494843000000,1774242515410000000,0
workspaceModel.load.cache.metadata.from.file.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1774242494843000000,1774242515410000000,1
jps.global.get.library.by.name.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774242494843000000,1774242515410000000,0
workspaceModel.global.updates.count,1774242494843000000,1774242515410000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1774242494843000000,1774242515410000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774242494843000000,1774242515410000000,2
jps.app.storage.content.reader.load.component.ms,1774242494843000000,1774242515410000000,1
jps.library.entities.serializer.save.entities.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774242494843000000,1774242515410000000,0
workspaceModel.save.cache.to.file.ms,1774242494843000000,1774242515410000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774242494843000000,1774242515410000000,1
